달,날짜,기사 제목,감정 수치
한겨레,20171203, 한겨레 사설  또  법정시한  넘긴 예산안  여야 정치력 발휘하라,1
한겨레,20171204, 한겨레 사설  9년 만의 전셋값 하락   전월세 상한제  도입할 때다,-1
한겨레,20171205, 한겨레 사설  기초연금 아동수당 선거 뒤로 미룬 아쉬운  예산 합의 ,1
한겨레,20171205, 한겨레 사설  갈수록 험해지는 홍준표 대표의  막말 ,-1
한겨레,20171206, 한겨레 사설  문 대통령 첫 방중   당당한 호혜적 관계  시발점 되길,0
한겨레,20171207, 한겨레 사설  국회  30년 만의 개헌 기회  끝내 걷어찰 건가,0
한겨레,20171208, 한겨레 사설   주 35시간 근무제  도입한 신세계의 파격 행보,0
한겨레,20171210, 한겨레 사설  환자 부담 줄이려면  비급여  그대로 둘 수 없다,-2
한겨레,20171211, 사설 속으로  한겨레 중앙일보   북한 대륙간탄도미사일 ICBM  발사  사설   ,0
한겨레,20171212, 한겨레 사설  중국  오만함 버리고 호혜적 자세로 이웃 맞아야,0
한겨레,20171212, 한겨레 사설  김성태 원내대표  합리적 국회 운영이 먼저다,1
한겨레,20171213, 한겨레 사설  휴일근로 중복할증   단계적 적용 도 검토하자,0
한겨레,20171214, 한겨레 사설  중국 경호원의 한국 기자 폭행  엄중히 책임 물어야,-1
한겨레,20171214,문 대통령 수행기자단 폭행한 중국 경비업체  책임 인정 안해,-1
한겨레,20171214, 한겨레 사설  한 중 정상의  한반도 평화 4원칙   실천이 중요하다,1
한겨레,20171215, 한겨레 사설  문 대통령  방중  둘러싼 논란과 비난  지나치다,-2
한겨레,20171215,중  기자 폭행은 우발적 불상사 진상 파악 뒤 필요조처 ,-1
한겨레,20171217, 한겨레 사설  72년 전 백범 김구가 섰던 자리에 선 문 대통령,0
한겨레,20171220, 한겨레 사설  또 세상 떠난  위안부 할머니 와 한 일 정부의 과제,1
한겨레,20171220, 한겨레 사설  미국 북한   한 미 연합훈련 연기 제안 에 호응해야,-1
한겨레,20171221, 한겨레 사설  공공기관 채용 비리 수사   몸통  안 찾나 못 찾나,0
한겨레,20171224,헌정사 10번째 개헌  문 대통령 찬성하는 지금이 적기,1
한겨레,20171225, 한겨레 사설  국회에서 잠자는 소방안전법안 서둘러 처리하라,1
한겨레,20171226, 한겨레 사설  저출산위원회  컨트롤타워 구실하게 힘 더 실어줘야,1
한겨레,20171226, 한겨레 사설  청와대   UAE 논란  더욱 책임 있게 해명해야,-1
한겨레,20171226, 한겨레 사설   비정규직 제로  물꼬 튼 인천공항 노사 합의,1
한겨레,20171227, 시민편집인의 눈  전문적 분석으로 정책 선도를 최영재,1
한겨레,20171227, 한겨레 사설  국민 속이고 역사 앞에 죄지은  위안부 합의 ,-2
한겨레,20171227, 한겨레 사설   소득 3만달러 시대  걸맞게  국민 삶의 질  높여야,1
한겨레,20171228, 아베  위안부 합의 1㎜도 움직이지 않는다 고 말해 ,-1
한겨레,20171228, 한겨레 사설  일본   위안부 피해자 명예회복  본뜻 되돌아보라,-1
한겨레,20171229, 한겨레 사설   절제된 사면 이지만 양심수 빠져 아쉽다,-1
한겨레,20171229, 한겨레 사설  새 지도부 선출한 민주노총에 바란다,0
한겨레,20180101, 한겨레 사설  파격적인 북한 신년사   평화  돌파구 여는 계기로,-1
한겨레,20180101, 사설 속으로  한겨레 중앙일보   한 미 연합훈련 연기  사설 비교해보기,-1
한겨레,20180102, 한겨레 사설  검 경 국정원 개혁  종합 청사진이 필요하다,1
한겨레,20180103, 한겨레 사설  2년만의 연락채널 복원  남북관계 개선 출발점으로,1
한겨레,20180104, 김종철 칼럼   소녀상 이 있어야 할 곳,0
한겨레,20180104, 한겨레 사설  미국 안에서도 비판받는 트럼프의  핵버튼  발언,-1
한겨레,20180105, 한겨레 사설   군사훈련 연기 가 남북회담 성공으로 이어지길,1
한겨레,20180106, 한겨레 사설  막 오른 한 미 FTA 협상   폐기 불사  각오로 국익 지켜야,0
한겨레,20180107, 한겨레 사설  아직도 국립대 4곳  총장 공석   교육부는 뭐 하나,0
한겨레,20180107, 한겨레 사설  트럼프도  100  지지  선언한 남북대화,-2
한겨레,20180108, 한겨레 사설  남북 고위급회담  한반도 평화의 큰 전기로 삼아야,-1
한겨레,20180108, 사설 속으로  한겨레 중앙일보   문재인 정부 특별 사면  사설 비교해보기,-1
한겨레,20180109, 한겨레 사설   UAE 헛발질   자유한국당 조선일보 책임 느껴야,0
한겨레,20180110, 한겨레 사설   대통령 개헌 발의  피하려면 국회가 빨리 합의하라,0
한겨레,20180110, 한겨레 사설   내 삶이 나아지는 나라   국민이 피부로 느끼려면,0
한겨레,20180110, 한겨레 사설  첫걸음 뗀 남북회담   비핵화  압박은 지혜롭지 않다,0
한겨레,20180111, 한겨레 사설  남북 대화 이어  북 미 대화 도 열리길 기대한다,-1
한겨레,20180115, 김이택 칼럼   조선일보  과하다,-1
한겨레,20180115, 사설 속으로  한겨레 중앙일보   남북 고위급 회담  사설 비교해보기,-1
한겨레,20180118, 한겨레 사설  대통령과 민주노총 만남이 사회적 대화로 이어지려면,-1
한겨레,20180118, 한겨레 사설   MB 수사   주장보다 사실이 말하게 하라,0
한겨레,20180119, 한겨레 사설  민주노총의  노사정대표자회의  참여를 환영한다,1
한겨레,20180121, 한겨레 사설  남북 함께하는 평창 올림픽  평화 출발점에 섰다,-1
한겨레,20180122, 한겨레 사설  평창을  평양 이라 부르는 야당  해도 너무한다,-1
한겨레,20180122, 사설 속으로  한겨레 중앙일보   검 경 국정원 개혁  사설 비교해보기,-1
한겨레,20180123, 한겨레 사설   박근혜도 블랙리스트 공범   전체주의 경고한 법원,-1
한겨레,20180123, 한겨레 사설  고대영 해임 KBS   공영방송 재건  서둘러야,-1
한겨레,20180124, 한겨레 사설  국민의당  결별 불가피하면  깨끗한 이별  택하라,1
한겨레,20180124, 한겨레 사설  아베 총리  평창올림픽  참석  관계 복원 출발점 되길,0
한겨레,20180124, 시민편집인의 눈  개헌과 개혁 의제  지혜롭게  주도하길,1
한겨레,20180126, 한겨레 사설  문 대통령 지지도 하락  국정 다잡는 계기로,0
한겨레,20180128, 한겨레 사설  조금씩 드러나는  인재   이제라도 제대로 고치자,1
한겨레,20180129, 한겨레 사설  사이버사의  온라인 블랙리스트   윗선은 누구인가,0
한겨레,20180129, 사설 속으로  한겨레 중앙일보   평창올림픽 남북단일팀 참가  사설 비교   ,0
한겨레,20180130, 한겨레 사설  금강산 공연 취소  북한의  상호존중  정신 아쉽다,1
한겨레,20180131, 한겨레 사설  19년 만의 노사정 대화   촛불  정신으로 지혜롭게,1
한겨레,20180201, 이종규의 마주보기   단일팀 보도  한겨레가  문재인 정부 나팔수 인가요   ,1
한겨레,20180202, 한겨레 사설  자유한국당과 조선일보의 악의적  개헌 색깔론 ,-2
한겨레,20180204, 한겨레 사설  북 미 대화 징검다리 놓는  외교 올림픽  되길,-1
한겨레,20180205, 사설 속으로  한겨레 중앙일보   사법부 블랙리스트  사설 비교해보기,-1
한겨레,20180205, 한겨레 사설  김영남 방문   평창  너머 한반도  평화 로 이어져야,-1
한겨레,20180208, 한겨레 사설  평창 너머  평화의 길  여는 올림픽 되길,-1
한겨레,20180209, 한겨레 사설  김여정 통한  남북정상 간접 대화 에 거는 기대,1
한겨레,20180211, 한겨레 사설  남북정상회담  이젠 정말 한국이 한반도  운전석 에 앉을 때   ,2
한겨레,20180211, 한겨레 사설  보수야당의 저열한  김일성 가면  공세,0
한겨레,20180212, 한겨레 사설  남북 문화 스포츠 교류부터 활성화하자,-2
한겨레,20180212, 한겨레 사설  비핵화는  목표 지  정상회담  조건 이 아니다,-1
한겨레,20180212, 사설 속으로  한겨레 중앙일보   밀양 세종병원 화재 참사  사설 비교해보   ,-2
한겨레,20180214, 박찬수 칼럼  펜스와 김여정  누가 더 호전적으로 비칠까,1
한겨레,20180218, 한겨레 사설  정상회담 서두르진 말되  이젠 주도적 역할 나서야,1
한겨레,20180219, 한겨레 사설  미 통상압력 거센데  조직도 못 꾸린  통상교섭본부 ,0
한겨레,20180219, 사설 속으로  한겨레 중앙일보   남북 정상회담  사설 비교해보기,0
한겨레,20180223, 한겨레 사설   북 김영철 사살하라 는 야당  무책임의 극치,-1
한겨레,20180225, 한겨레 사설  자유한국당의  막가파식  김영철 방남 반대  도 넘었다,0
한겨레,20180225, 한겨레 사설   미국과 대화 용의  밝힌 북한의 주목되는 메시지,-1
한겨레,20180225,아웅산 폭파사건 뒤에도 남북대화 했는데 한국당의  망각 ,-1
한겨레,20180226, 한겨레 사설  북 미   대화  향해 한 걸음씩 더 다가서라,-2
한겨레,20180226, 한겨레 사설   미투를 이용 말라,0
한겨레,20180227, 한겨레 사설  일본 책임 다시 입증한 충격적인  위안부 학살  영상,-1
한겨레,20180228, 한겨레 사설  대북특사 파견으로  북 미 대화  전기 마련해야,-2
한겨레,20180301, 한겨레 사설   3 1운동 임정 수립이 건국   역사로 뿌리내릴 때다,1
한겨레,20180302, 한겨레 사설  대북 특사  북 미  대화의 문  열어야 한다,-1
한겨레,20180304, 한겨레 사설  정의용 서훈 특사  한반도 정세전환 첫단추 끼우길,1
한겨레,20180305, 한겨레 사설  청와대 회동  초당적 외교안보협력 계기 되길,0
한겨레,20180305, 한겨레 사설  김정은 위원장   북 미 대화  절호의 기회 잡아야,1
한겨레,20180307, 한겨레 사설  남북정상회담과 북의  비핵화 의지 표명  환영한다,0
한겨레,20180307, 한겨레 사설  특사 방북이  실패한 합의 라는 어이없는 트집잡기,0
한겨레,20180308, 한겨레 사설  공적자금 3조 날린 성동조선  책임 철저히 물어야,0
한겨레,20180309, 한겨레 사설  북 미 정상회담  한반도 평화 대장정 시작됐다,0
한겨레,20180312, 사설 속으로  한겨레 중앙일보   노동시간 단축  사설 비교해보기,-1
한겨레,20180313, 한겨레 사설  국회 주도 개헌  이제 마지막 시한에 몰렸다,0
한겨레,20180314, 한겨레 사설  미 국무장관 전격 교체   한 미 공조  튼튼히 할 때,1
한겨레,20180314, 한겨레 사설  취업자 증가 10만명  고용 쇼크   앞으로 더 걱정이다,-1
한겨레,20180315, 한겨레 사설  청년고용 대책   비용 대비 효과 가 중요하다,1
한겨레,20180315, 한겨레 사설   채용 비리  철퇴 내린 강원랜드 부정합격자 퇴출,0
한겨레,20180316, 한겨레 사설  또 바뀐 자유한국당  개헌 시간표  믿을 수 있나,0
한겨레,20180318, 한겨레 사설   신의현의 땀과 눈물   장애인이 더 세상 나오는 사회로,-2
한겨레,20180319, 한겨레 사설  문 대통령 개헌안   국회 합의 개헌  촉매 돼야,0
한겨레,20180319, 사설 속으로  한겨레 중앙일보   미국의 수입산 철강 고율 관세 부과  사   ,0
한겨레,20180320, 한겨레 사설  공정위   적폐청산 무풍지대  쓴소리 새겨들어야,0
한겨레,20180320, 한겨레 사설   87년 체제  넘어 시대 변화 가치 담아내는 그릇으로,-1
한겨레,20180322,트럼프  시진핑에게 재선출 축하 대신 관세폭탄,1
한겨레,20180322, 한겨레 사설  선거제도 개혁 전제로  총리 추천제  논의해보자,-1
한겨레,20180323, 한겨레 사설  두 전직 대통령 동시 구속이 주는 교훈,1
한겨레,20180323, 한겨레 사설  문 대통령  유감 표명   한 베트남 관계 성숙 계기로,-1
한겨레,20180325, 한겨레 사설  대통령 개헌안이  사회주의 라는 홍준표 대표의 착각,0
한겨레,20180326, 한겨레 사설   대통령 발의 에 떠밀려 개헌 협상 나서는 국회,0
한겨레,20180327,시진핑  한반도 주도권  의지   차이나 패싱  우려 걷어내기,0
한겨레,20180328, 한겨레 사설  북 중 정상의  비핵화 의지  재확인을 환영한다,0
한겨레,20180329, 한겨레 사설   세월호 참회  없이 자유한국당 미래 없다,-1
한겨레,20180329, 한겨레 사설  4 27 남북정상회담   세계사적 변화  준비해야,-1
한겨레,20180401, 한겨레 사설  제주 4 3 70년  이제  백비 를 일으켜 세울 때,0
한겨레,20180402, 한겨레 사설   땜질 급급  교육부  대입 논란 자초한다,0
한겨레,20180402, 사설 속으로  한겨레 중앙일보   대통령 개헌안 발의  사설 비교해보기,-1
한겨레,20180403, 한겨레 사설   4 3 완전한 해결  천명한 문 대통령의 단호한 과거사 행보,-1
한겨레,20180403, 한겨레 사설  자유한국당의 개헌안 발표  개헌 집중 논의 계기로,0
한겨레,20180405, 한겨레 사설  남북 화해 분위기에 찬물 끼얹는 보수 일각의 몽니,-2
한겨레,20180405, 한겨레 사설  추경만으론  청년 일자리  해결 못한다,-2
한겨레,20180409, 사설 속으로  한겨레 중앙일보   트럼프의 북핵 FTA 연계 발언  사설 비교   ,0
한겨레,20180410, 한겨레 사설   방만 운영  논란 끝에 문 닫는 한미연구소,1
한겨레,20180411, 한겨레 사설  국가교육회의  대입 공론화 에 거는 기대와 우려,-1
한겨레,20180412, 한겨레 사설   아파트값 떨어진다  님비가 가로막는 청년임대주택,0
